ID_DOC;Número do Processo;Sigla Órgão;Órgão;Descrição;Tipo de Processo;SIGLA_ORGAO_USU1;SIGLA_FORMA_DOC;Ano de emissão;NUM_EXPEDIENTE
4211942;SES-PRC-2020/16648;SES;Secretaria da Saúde;"Aquisição de Máscara de proteção tipo respirador (Classe Pff2/N95) para atendimento de Plano de contingência COVID-19; COORDENADORIA GERAL DE ADMINISTRAÇÃO - CGA; Oficio CGA/Planejamento n.º 140/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;16648
4221159;SES-PRC-2020/16687;SES;Secretaria da Saúde;"Kit Teste para Covid-19; HOSPITAL REGIONAL DE FERRAZ DE VASCONCELOS;";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;16687
4229541;SES-PRC-2020/16736;SES;Secretaria da Saúde;"Requisição nº 2441901/2020 - Aquisição de material de consumo de enfermagem - (COVIDE-19) através de pregão eletrônico; HOSPITAL GERAL DR. JOSE PANGELLA DE VILA PENTEADO; SES-MEM-2020/27540.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;16736
4250584;SES-PRC-2020/16850;SES;Secretaria da Saúde;"Aquisição de Mat. de Enfermagem - COVID-19(Filtro antibacteriano infantil) - SES-MEM-2020/26910; Hospital Geral de São Mateus;";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;16850
4255164;SEGOV-PRC-2020/01610;SEGOV;Secretaria de Governo;"Proposta de colaboração institucional entre o FUSSP e a SEDS com vistas à execução da Ação Alimento Solidário, no âmbito do Projeto Família Paulista, enquanto perdurar o estado de calamidade pública em razão da pandemia COVID-19 (novo Coronavírus) ; Secretaria de Desenvolvimento Social - SEDS e outro; Decreto nº 64.938/2020.";Organização Administrativa: Termo de cooperação - Processo de formalização e execução de acordo bilateral;SEGOV;PRC;2020;1610
4255788;SES-PRC-2020/16877;SES;Secretaria da Saúde;"Aquisição de Material de Consumo de Peças de Reposição - Filtro Hepa p/ Ventilador Pulmonar, Através de Pregão Eletrônico Simplificado Covid-19.; CER-DRº ARNALDO PEZZUTI CAVALCANTI;";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;16877
4256784;SES-PRC-2020/16884;SES;Secretaria da Saúde;"AQUISIÇÃO EMERGENCIAL POR IMPORTAÇÃO DE VENTILADOR DE ANESTESIA E VENTILADOR PULMONAR - para atender o enfrentamento da emergência de saúde pública de importância internacional em atendimento a Portaria nº 356, de 11 de março de 2020, em decorrência da Infecção Humana pelo novo coronavírus (COVID-19); SECRETARIA DE ESTADO DA SAÚDE ; OF. 096/2020/GES.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material permanente;SES;PRC;2020;16884
4258763;SES-PRC-2020/16894;SES;Secretaria da Saúde;"Aquisição de material de enfermagem - COVID - ATA C026/19 - (Luva de procedimento não esteril, tamanho M, P e G) - SES-MEM-2020/25064; Hospital Geral de São Mateus;";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;16894
4262162;SAP-PRC-2020/09866;SAP;Secretaria da Administração Penitenciária;"Aquisição de Máscaras Descartáveis para enfrentamento da Covid-19 pela Fundação Prof. Manoel Pedro Pimentel - FUNAP ; Penitenciária &quot;Joaquim de Sylos Cintra&quot; de Casa Branca; 031/2.020-PCB.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SAP;PRC;2020;9866
4266467;SAP-PRC-2020/09871;SAP;Secretaria da Administração Penitenciária;"Aquisição de Materiais de Consumo (Máscaras Laváveis e Reutilizáveis) para os servidores da CROESTE em virtude da Pandemia do COVID-19 (coronavirus).; Coordenadoria de Unidades Prisionais da Região Oeste do Estado;";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SAP;PRC;2020;9871
4272682;SEDS-PRC-2020/00573;SEDS;Secretaria de Desenvolvimento Social;"DISPENSA DE LICITAÇÃO PARA AQUISIÇÃO DE CESTAS BÁSICAS ALIMENTÍCIAS, COM DESTINO À FAMÍLIAS EM SITUAÇÃO DE EXTREMA POBREZA, EM RAZÃO DO ESTADO DE CALAMIDADE PÚBLICA DECORRENTE DA PANDEMIA DO COVID-19 (NOVO CORONAVÍRUS), NA FORMA DA &quot;AÇÃO ALIMENTO SOLIDÁRIO&quot;; SECRETARIA DE DESENVOLVIMENTO SOCIAL - COORDENADORIA DE DESENVOLVIMENTO SOCIAL;";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SEDS;PRC;2020;573
4272899;SES-PRC-2020/17001;SES;Secretaria da Saúde;"Aquisição de No-Break - Coronavírus - C0065/2020; Instituto Adolfo Lutz;";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material permanente;SES;PRC;2020;17001
4276141;SES-PRC-2020/17011;SES;Secretaria da Saúde;"Aquisição de Luvas de Procedimento diversas para atendimento de Plano de contingência COVID-19; COORDENADORIA GERAL DE ADMINISTRAÇÃO - CGA; Oficio CGA/Planejamento n.º 143/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;17011
4277022;SES-PRC-2020/17025;SES;Secretaria da Saúde;"DISPENSA DE LICITAÇÃO PARA AQUISIÇÃO MONITOR MULTIPARÂMETROS - para atender o enfrentamento da emergência de saúde pública de importância internacional em atendimento a Portaria nº 356, de 11 de março de 2020, em decorrência da Infecção Humana pelo novo coronavírus (COVID-19); COORDENADORIA GERAL DE ADMINISTRAÇÃO - CGA; OF. 097/2020/GES.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material permanente;SES;PRC;2020;17025
4277166;SES-PRC-2020/17026;SES;Secretaria da Saúde;"DISPENSA DE LICITAÇÃO PARA AQUISIÇÃO MONITOR MULTIPARÂMETROS - para atender o enfrentamento da emergência de saúde pública de importância internacional em atendimento a Portaria nº 356, de 11 de março de 2020, em decorrência da Infecção Humana pelo novo coronavírus (COVID-19); COORDENADORIA GERAL DE ADMINISTRAÇÃO - CGA; OF. 098/2020/GES.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material permanente;SES;PRC;2020;17026
4277346;SES-PRC-2020/17033;SES;Secretaria da Saúde;"CELEBRAÇÃO IMEDIATA DE CONVENIO PARA ENFRENTAMENTO DO COVID-19; Hospital Geral de São Mateus; HGSM/SMM-008/2020.";Organização Administrativa: Protocolo de intenções - Processo de formalização e execução de acordo bilateral;SES;PRC;2020;17033
4277974;SES-PRC-2020/17031;SES;Secretaria da Saúde;"RH/NEESMT Nº 46/2020 - Aquisição de EPI, na modalidade de pregão eletrônico - COVID-19, para este HRA; Hospital Regional de Assis; SES-MEM-2020/25501.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;17031
4278678;SES-PRC-2020/17040;SES;Secretaria da Saúde;"Aquisição de Mascara Cirúrgica para atendimento de Plano de contingência COVID-19; COORDENADORIA GERAL DE ADMINISTRAÇÃO - CGA; Oficio CGA/Planejamento n.º 144/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;17040
4279869;SES-PRC-2020/17045;SES;Secretaria da Saúde;"PROJETO: ANÁLISE DA SITUAÇÃO EPIDEMIOLÓGICA DO COVID - 19 NO ESTADO DE SÃO PAULO; NIVE - CENTRO DE VIGILÂNCIA EPIDEMIOLÓGICA ; C.I. -14/2020.";Vigilância e prevenção de riscos à saúde: Processo de análise e acompanhamento de projetos financiados por fundo especial de saúde;SES;PRC;2020;17045
4282391;SEDUC-PRC-2020/21302;SEDUC;Secretaria da Educação;"Contratação de serviços de produção de programas e de conteúdo audiovisual, ao vivo ou através da captação e fixação - Enfrentamento de emergência de saúde pública decorrente do Coronavirús (COVID-19); Coordenadoria Pedagógica;";Gestão de Bens Materiais e Patrimoniais: Processo de contratação de serviços comuns;SEDUC;PRC;2020;21302
4284056;SEDUC-PRC-2020/21309;SEDUC;Secretaria da Educação;"Contratação de serviços de produção de programas e de conteúdo audiovisual, ao vivo ou através da captação e fixação - Enfrentamento de emergência de saúde pública decorrente do Coronavirús (COVID-19); Coordenadoria Pedagógica;";Gestão de Bens Materiais e Patrimoniais: Processo de contratação de serviços comuns;SEDUC;PRC;2020;21309
4284336;SEDUC-PRC-2020/21314;SEDUC;Secretaria da Educação;"Contratação de serviços de produção de programas e de conteúdo audiovisual, ao vivo ou através da captação e fixação - Enfrentamento de emergência de saúde pública decorrente do Coronavirús (COVID-19); Coordenadoria Pedagógica;";Gestão de Bens Materiais e Patrimoniais: Processo de contratação de serviços comuns;SEDUC;PRC;2020;21314
4285186;SES-PRC-2020/17076;SES;Secretaria da Saúde;"Aquisição de Oligonucleotídeos - Coronavírus - C0060/2020; Instituto Adolfo Lutz;";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;17076
4285287;SES-PRC-2020/17079;SES;Secretaria da Saúde;"Aquisição de Material de Consumo - Kits de Coleta - Covid 19; Departamento Regional de Saúde - DRS XI Presidente Prudente - Instituto Adolfo Lutz;";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;17079
4285353;SES-PRC-2020/17080;SES;Secretaria da Saúde;"AQUISIÇÃO DE RESPIRADORES PULMONAR TRILOGY PARA ATENDER AÇÃO JUDICIAL; Maria Cecilia Locce Campanholi e Elza de Castro Valério; OFICIOS NAFOI 31 e 46.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;17080
4290224;SES-PRC-2020/17126;SES;Secretaria da Saúde;"AQUISIÇÃO DE MEDICAMENTOS (EMERGENCIAL COVID-19); HOSPITAL GERAL DE TAIPAS;";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;17126
4291384;SES-PRC-2020/17143;SES;Secretaria da Saúde;"Aquisição de Sonda de Aspiração Traqueal para atendimento de Plano de contingência COVID-19; COORDENADORIA GERAL DE ADMINISTRAÇÃO - CGA; Oficio CGA/Planejamento n.º 146/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;17143
4295928;SEGOV-PRC-2020/01623;SEGOV;Secretaria de Governo;"Aquisição de material para equipe de enfrentamento do Covid-19; Secretaria de Governo - Departamento de Infraestrutura;";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SEGOV;PRC;2020;1623
4296384;SES-PRC-2020/17173;SES;Secretaria da Saúde;"Contratação de Serviços de Hemodiálise à Beira de Leito para o Enfrentamento do COVID-19; Coordenadoria de Serviços de Saúde;";Gestão de Bens Materiais e Patrimoniais: Processo de contratação de serviços terceirizados;SES;PRC;2020;17173
4297154;SES-PRC-2020/17180;SES;Secretaria da Saúde;"AQUISIÇÃO DE MEDICAMENTOS, LACTULOSE, FENTANIL E CLORETO DE SÓDIO 250ML (COVID 19) AT DE REGISTRO DE PREÇOS; M135/2019 M134/2019 M124/2019; HOSPITAL GERAL JESUS TEIXEIRA DA COSTA - GUAIANASES;";Gestão de Bens Materiais e Patrimoniais: Processo de registro de preços;SES;PRC;2020;17180
4297291;SES-PRC-2020/17181;SES;Secretaria da Saúde;"Aquisição de Conjuntos de Esferas para Controle de Qualidade - Coronavírus - C0067/2020; Instituto Adolfo Lutz;";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;17181
4298133;SES-PRC-2020/17186;SES;Secretaria da Saúde;"AQUISIÇÃO DE MEDICAMENTOS CLORETO DE SÓDIO E GLICOSE. (COVID 19); HOSPITAL GERAL JESUS TEIXEIRA DA COSTA - GUAIANASES;";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;17186
4300564;SES-PRC-2020/17203;SES;Secretaria da Saúde;"Aquisição de Higienizador em Gel Antisséptico (Alcool Gel) para atendimento de Plano de contingência COVID-19; COORDENADORIA GERAL DE ADMINISTRAÇÃO - CGA; Oficio CGA/Planejamento n.º 147/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;17203
4302279;SAP-PRC-2020/09987;SAP;Secretaria da Administração Penitenciária;"Aquisição de Termômetro Digital Infravermelho, como adoção de medidas contra a disseminação do vírus Coranavírus (Covid-19).; Coordenadoria de Saúde do Sistema Penitenciário;";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SAP;PRC;2020;9987
4304740;SES-PRC-2020/17237;SES;Secretaria da Saúde;"AQUISIÇÃO DE MEDICAMENTOS: CEFTRIAXONA 1G, CLAROTROMICINA 500MG, LIDOCAINA 2% E OUTROS (COVID) RIGISTRO DE PREÇOS M183/19 M134/19 M130/19 M147/19; HOSPITAL GERAL JESUS TEIXEIRA DA COSTA - GUAIANASES;";Gestão de Bens Materiais e Patrimoniais: Processo de registro de preços;SES;PRC;2020;17237
4305171;SES-PRC-2020/17240;SES;Secretaria da Saúde;"Aquisição de Avental Descartável para atendimento de Plano de contingência COVID-19; COORDENADORIA GERAL DE ADMINISTRAÇÃO - CGA; Oficio CGA/Planejamento n.º 148/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;17240
4307884;SES-PRC-2020/17250;SES;Secretaria da Saúde;"Celebração imediata de convênio para enfrentamento do COVID19, visando a a contratação da prestação de serviços especializada no gerenciamento Técnico e Administrativo de 10 (dez) leitos de UTI; HOSPITAL GERAL DE VILA NOVA CACHOEIRINHA; SES-OFI-2020/13766.";Organização Administrativa: Acordo - Processo de formalização e execução de acordo bilateral;SES;PRC;2020;17250
4308044;SES-PRC-2020/17251;SES;Secretaria da Saúde;"Aquisição de Avental Descartável para atendimento de Plano de contingência COVID-19; COORDENADORIA GERAL DE ADMINISTRAÇÃO - CGA; Oficio CGA/Planejamento n.º 149/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;17251
4309296;SES-PRC-2020/17257;SES;Secretaria da Saúde;"Aquisição de Oximetro de Dedo para atendimento de Plano de contingência COVID-19; COORDENADORIA GERAL DE ADMINISTRAÇÃO - CGA; Oficio CGA/Planejamento n.º 150/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;17257
4313791;SES-PRC-2020/17280;SES;Secretaria da Saúde;"AQUISIÇÃO DE MATERIAL DE USO TÉCNICO HOSPITALAR (COBERTURA DE ÓBITO) ATRAVÉS DA MODALIDADE DISPENSA DE LICITAÇÃO-PARA USO EM ÓBITOS DECORRENTE DO COVID19; Hospital Regional Dr. Vivaldo Martins Simões/ Estoque da Farmácia ; Número de Referência: 065/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;17280
4317947;SES-PRC-2020/17312;SES;Secretaria da Saúde;"AQUISIÇÃO DE PRODUTOS DE EMERGÊNCIA RESPIRATÓRIA DEVIDO A PANDEMIA COVID 19 E PADRONIZAÇÃO DOS MESMOS; UGA III - HOSPITAL INFANTIL DARCY VARGAS; SES-MEM-2020/27946.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;17312
4322294;SES-PRC-2020/17354;SES;Secretaria da Saúde;"Aquisição de Propé descartável para atendimento de Plano de contingência COVID-19; COORDENADORIA GERAL DE ADMINISTRAÇÃO - CGA; Oficio CGA/Planejamento n.º 152/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;17354
4330493;SES-PRC-2020/17428;SES;Secretaria da Saúde;"SOLICITAÇÃO DE DISPONIBILIZAÇÃO DE RECURSO FINANCEIRO PARA REMUNERAÇÃO DE COLABORADORES DO PROCESSO SELETIVO SIMPLIFICADO Nº 001/2020 PARA O ENFRENTAMENTO DO COVID-19; Coordenadoria de Serviços de Saúde; 001/2020.";Gestão de Recursos Humanos: Processo referente aos programas de recrutamento e seleção;SES;PRC;2020;17428
4335076;SES-PRC-2020/17445;SES;Secretaria da Saúde;"Aquisição de Álcool etilico 70% - 100ml e álcool etilico gel - 800ml, COVID 19; Serviço de Material e Patrimônio - Seção de Compras;";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;17445
4339774;SES-PRC-2020/17464;SES;Secretaria da Saúde;"Contratação de empresa especializada para execução serviços de aquisição e instalação de marcenaria conforme especificações de projetos e memoriais anexos para o Instituto de Infectologia Emilio Ribas 2º andar Anexo 1 UTI - decorrente do coronavírus (COVID-19); Coordenadoria Geral da Administração - CGA; Ofício GTE 075/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de contratação de obra pública;SES;PRC;2020;17464
4348156;SAP-PRC-2020/10241;SAP;Secretaria da Administração Penitenciária;"Processo para atender despesas com aquisição de material de consumo - máscara de proteção facial (COVID-19) NA MODALIDADE DISPENSA ; Centro de Detenção Provisória de Jundiaí; 099/20CDPJ.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SAP;PRC;2020;10241
4349711;SDE-PRC-2020/00114;SDE;Secretaria de Desenvolvimento Econômico;"Convênio IdeiaGov - Covid-19;";Organização Administrativa: Acordo - Processo de formalização e execução de acordo bilateral;SDE;PRC;2020;114
4356831;SEDS-PRC-2020/00576;SEDS;Secretaria de Desenvolvimento Social;"PREGÃO ELETRÔNICO PARA A AQUISIÇÃO DE CESTAS BÁSICAS ALIMENTÍCIAS, COM DESTINO À FAMÍLIAS EM SITUAÇÃO DE EXTREMA POBREZA, EM RAZÃO DO ESTADO DE CALAMIDADE PÚBLICA DECORRENTE DA PANDEMIA DO COVID-19 (NOVO CORONAVÍRUS), NA FORMA DA &quot;AÇÃO ALIMENTO SOLIDÁRIO&quot;; SECRETARIA DE DESENVOLVIMENTO SOCIAL - COORDENADORIA DE DESENVOLVIMENTO SOCIAL;";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SEDS;PRC;2020;576
4360410;SDE-PRC-2020/00115;SDE;Secretaria de Desenvolvimento Econômico;"CONVENIO SOLUCOES INOVADORAS COVID-19;";Organização Administrativa: Acordo - Processo de formalização e execução de acordo bilateral;SDE;PRC;2020;115
4362148;SES-PRC-2020/17561;SES;Secretaria da Saúde;"Contratação de Empresa Especializada para Execução de Serviços de Adesivagem em 4 Container?s - COVID-19; Coordenadoria Geral de Administração - CGA; Oficio GTE 076/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de contratação de serviços comuns;SES;PRC;2020;17561
4365272;SES-PRC-2020/17574;SES;Secretaria da Saúde;"Aquisição de material de Laboratório - COVID (Tubo cônico tipo Falcon em polipropileno 15 ml ) - SES-MEM-2020/25505; Hospital Geral de São Mateus;";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;17574
4365482;SES-PRC-2020/17577;SES;Secretaria da Saúde;"Aquisição de material de enfermagem - COVID (Acido Citrico) - SES-MEM-2020/25500; Hospital Geral de São Mateus;";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;17577
4382194;SES-PRC-2020/17663;SES;Secretaria da Saúde;"Aquisição de Avental Descartável para atendimento de Plano de contingência COVID-19; COORDENADORIA GERAL DE ADMINISTRAÇÃO - CGA; Oficio CGA/Planejamento n.º 153/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;17663
4384215;SES-PRC-2020/17671;SES;Secretaria da Saúde;"AQUISIÇÃO DE MATERIAIS PARA A ASSISTÊNCIA AO COVID - 19 (CORONA VÍRUS) PEDIDO 7849 ATA C034/2019 ITEM 2 E 3 DOE 27/08/2019 PAG 177/178; HGA- UTI NEONATAL E PEDIATRICA / PEDIATRIA; HGA/SC - 0046/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;17671
4384908;SES-PRC-2020/17672;SES;Secretaria da Saúde;"AQUISIÇÃO DE MATERIAIS PARA A ASSISTÊNCIA AO COVID - 19 (CORONA VÍRUS) PEDIDO7850; HGA- COVID 19; HGA/SC - 0047/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;17672
4387285;PMESP-PRC-2020/00385;PMESP;Polícia Militar do Estado de São Paulo;"Aquisição de pistolas de pintura a serem empregadas no processo de descontaminação das viaturas envolvidas nos atendimentos relacionados à pandemia do vírus covid-19, bem como nos equipamentos não-descartáveis a serem empregados no atendimento à pandemia. ; GREROS COM. E TORN.MECÂNICA LTDA-ME CNPJ 49.986.037/0001-20.; PROCESSO 2020211026.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;PMESP;PRC;2020;385
4396055;SDE-PRC-2020/00116;SDE;Secretaria de Desenvolvimento Econômico;"Proposta de acordo de cooperação - desenvolvimento de soluções tecnológicas para o enfrentamento da pandemia de Covid-19; Movimento Brasil Competitivo - MBC;";Organização Administrativa: Acordo - Processo de formalização e execução de acordo bilateral;SDE;PRC;2020;116
4398375;SAP-PRC-2020/10444;SAP;Secretaria da Administração Penitenciária;"Processo para atender serviço de desinfecção e imunização em combate ao COVID-19, de Profilaxia com Quartenário de Amônia.; Centro de Detenção Provisória de Jundiaí; 098/20CDPJ.";Gestão de Bens Materiais e Patrimoniais: Processo de contratação de serviços comuns;SAP;PRC;2020;10444
4399683;SAP-PRC-2020/10452;SAP;Secretaria da Administração Penitenciária;"Material de Insumos (covid 19 ); Penitenciaria Dr. Danilo Pinheiro de Sorocaba ; lei 10.320/68 .";Gestão Orçamentária e Financeira: Processo de adiantamento;SAP;PRC;2020;10452
4402300;SES-PRC-2020/17755;SES;Secretaria da Saúde;"AQUISIÇÃO DE SACOS PLÁSTICOS PARA TRANSPORTE DE MATERIAL BIOLÓGICO COVID-19; HOSPITAL GUILHERME ALVARO; HGA/DSLC-017/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;17755
4403236;SES-PRC-2020/17761;SES;Secretaria da Saúde;"Aquisição de material de enfermagem - COVID (Avental descartável 30mg - manga longa) - SES-MEM-2020/25502; Hospital Geral de São Mateus;";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;17761
4407423;SPTC-PRC-2020/00383;SPTC;Superintendência da Polícia Técnico-Científica;"IC - CONSUMO (PROFILAXIA COVID-19) - PATRÍCIA PEREIRA DE MELLO; INSTITUTO DE CRIMINALÍSTICA; 200/20GRU.";Gestão Orçamentária e Financeira: Processo de prestação de contas de adiantamento;SPTC;PRC;2020;383
4412511;SES-PRC-2020/17831;SES;Secretaria da Saúde;"AQUISIÇÃO DE MATERIAL DE USO TÉCNICO HOSPITALAR (CONEXÃO PARA ADMINISTRAÇÃO DE SOLUÇÕES MODELO INFANTIL) ATRAVÉS DA MODALIDADE: BEC/PREGÃO ELETRÔNICO PARA USO DE ADMINISTRAÇÃO DE DROGAS MEDICAMENTOSAS - COVID19; Hospital Regional Dr. Vivaldo Martins Simões/ Setor de Almoxarifado; Número de Referência: 067/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;17831
4412636;SES-PRC-2020/17832;SES;Secretaria da Saúde;"AQUISIÇÃO DE MATERIAL DE USO TÉCNICO HOSPITALAR (CONEXÃO PARA ADMINISTRAÇÃO DE SOLUÇÕES MODELO INFANTIL)ATRAVÉS DA MODALIDADE: BEC/PREGÃO ELETRÔNICO MATERIAL PARA USO DE ADMINISTRAÇÃO DE DROGAS MEDICAMENTOSAS - COVID19; Hospital Regional Dr. Vivaldo Martins Simões/ Setor de Almoxarifado; Número de Referência: 068/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;17832
4413238;SES-PRC-2020/17833;SES;Secretaria da Saúde;"Aquisição de Avental Descartável Laminado para atendimento de Plano de contingência COVID-19; COORDENADORIA GERAL DE ADMINISTRAÇÃO - CGA; Oficio CGA/Planejamento n.º 154/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;17833
4414588;SES-PRC-2020/17836;SES;Secretaria da Saúde;"AQUISIÇÃO DE MEDICAMENTOS - COVID-19; COMPLEXO HOSPITALAR PADRE BENTO DE GUARULHOS;";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;17836
4423673;SAP-PRC-2020/10589;SAP;Secretaria da Administração Penitenciária;"DISPENSA DE LICITAÇÃO PARA AQUISIÇÃO DE TECIDOS PARA FABRICAÇÃO DE MÁSCARAS - PANDEMIA COVID 19; PENITENCIÁRIA FEMININA II DE TREMEMBÉ; 1091694/2020 - SPDOC.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SAP;PRC;2020;10589
4426548;SES-PRC-2020/17921;SES;Secretaria da Saúde;"AQUISIÇÃO DE MATERIAL DE USO TÉCNICO HOSPITALAR (LUVAS DE PROCEDIMENTO EM LÁTEX E VINIL P , M E G) BEC /ATRAVÉS DA MODALIDADE: PREGÃO ELETRÔNICO, MATERIAL DESTINADO A SEGURANÇA DOS PROFISSIONAIS DE SAÚDE - COVID 19; Hospital Regional Dr. Vivaldo Martins Simões/ Setor de Almoxarifado; Número de Referência: 069/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;17921
4427682;SES-PRC-2020/17935;SES;Secretaria da Saúde;"AQUISIÇÃO DE MATERIAL DE USO TÉCNICO HOSPITALAR (LUVAS DE PROCEDIMENTO EM LATEX E VINIL P , M E G) BEC /ATRAVÉS DA MODALIDADE: PREGÃO ELETRÔNICO, MATERIAL DESTINADO A SEGURANÇA DOS PROFISSIONAIS DE SAÚDE - COVID 19; Hospital Regional Dr. Vivaldo Martins Simões/ Setor de Almoxarifado; Número de Referência: 069/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;17935
4429289;SES-PRC-2020/17949;SES;Secretaria da Saúde;"Aquisição de Aventais Descartáveis (Repelente e Impermeável) para atendimento de Plano de contingência COVID-19; COORDENADORIA GERAL DE ADMINISTRAÇÃO - CGA; Oficio CGA/Planejamento n.º 155/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;17949
4430366;SES-PRC-2020/17962;SES;Secretaria da Saúde;"AQUISIÇÃO DE MATERIAL DE USO TÉCNICO HOSPITALAR (COLETOR DE URINA NOTURNO E SONDA ASPIRAÇÃO TRAQUEAL Nº 12) ATRAVÉS DA MODALIDADE: BEC / PREGÃO ELETRÔNICO MATERIAL DESTINADO AO COVID19; Hospital Regional Dr. Vivaldo Martins Simões/ Setor de Almoxarifado; Número de Referência: 071/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;17962
4430843;SES-PRC-2020/17964;SES;Secretaria da Saúde;"AQUISIÇÃO DE MATERIAL DE USO TÉCNICO HOSPITALAR (COBERTURA DE ÓBITO) MATERIAL ESTE PARA USO EM ÓBITOS DECORRENTE DO COVID19-ATRAVÉS DA MODALIDADE: BEC/PREGÃO ELETRÔNICO ; Hospital Regional Dr. Vivaldo Martins Simões/ Setor de Almoxarifado; Número de Referência: 070/2020.";Gestão de Bens Materiais e Patrimoniais: Processo de aquisição de material de consumo;SES;PRC;2020;17964
